NextcladeResultID,frameShifts,aaSubstitutions,aaDeletions,aaInsertions,alignmentScore,clade,Nextclade_pango,substitutions,deletions,insertions,missing,nonACGTNs,pcrPrimerChanges,qc.mixedSites.totalMixedSites,qc.overallScore,qc.overallStatus,qc.frameShifts.status,qc.frameShifts.frameShiftsIgnored,NextcladeVersion,ConsensusID,IsCurrent,TimestampCreated,TimestampUpdated
Nextclade-773616,,,,,88344,21J (Delta),AY.43.6,,,,,,,0,83,mediocre,,,nextclade 2.5.0,Consensus-650905,1,2025-02-03 14:08:38.070063,2025-02-03 14:08:38.070065
Nextclade-464470,,,,,89005,21K (Omicron),BA.1.1,,,,,,,1,24,good,,,nextclade 2.6.0,Consensus-821170,1,2025-02-03 14:08:38.070633,2025-02-03 14:08:38.070635
Nextclade-654342,,,,,88977,21J (Delta),AY.111,,,,,,,0,16,good,,,nextclade 2.5.0,Consensus-879195,1,2025-02-03 14:08:38.071171,2025-02-03 14:08:38.071172
Nextclade-938282,,,,,89583,21K (Omicron),BA.1.17,,,,,,,1,27,good,,,nextclade 2.4.0,Consensus-333637,1,2025-02-03 14:08:38.071704,2025-02-03 14:08:38.071706
Nextclade-480138,,,,,89215,21J (Delta),AY.4,,,,,,,0,8,good,,,nextclade 2.6.0,Consensus-593217,1,2025-02-03 14:08:38.072239,2025-02-03 14:08:38.072240
Nextclade-336183,,,,,88972,21K (Omicron),BA.1,,,,,,,1,2,good,,,nextclade 2.5.0,Consensus-679154,1,2025-02-03 14:08:38.072761,2025-02-03 14:08:38.072762
Nextclade-103659,,,,,88283,21K (Omicron),BA.1,,,,,,,3,5,good,,,nextclade 2.5.0,Consensus-223235,1,2025-02-03 14:08:38.073306,2025-02-03 14:08:38.073308
Nextclade-981314,,,,,89706,20E (EU1),B.1.177.12,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-566226,1,2025-02-03 14:08:38.073848,2025-02-03 14:08:38.073849
Nextclade-508127,,,,,89063,21J (Delta),AY.4,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-544868,1,2025-02-03 14:08:38.074371,2025-02-03 14:08:38.074372
Nextclade-580816,,,,,88689,21J (Delta),B.1.617.2,,,,,,,11,24,good,,,nextclade 2.5.0,Consensus-921457,1,2025-02-03 14:08:38.074898,2025-02-03 14:08:38.074899
Nextclade-556269,,,,,89296,20I (Alpha; V1),B.1.1.7,,,,,,,4,29,good,,,nextclade 2.6.0,Consensus-422677,1,2025-02-03 14:08:38.075427,2025-02-03 14:08:38.075428
Nextclade-784617,,,,,88446,21J (Delta),AY.4.6,,,,,,,0,12,good,,,nextclade 2.6.0,Consensus-778188,1,2025-02-03 14:08:38.075957,2025-02-03 14:08:38.075958
Nextclade-221610,,,,,89094,20I (Alpha; V1),B.1.1.7,,,,,,,0,4,good,,,nextclade 2.6.0,Consensus-087369,1,2025-02-03 14:08:38.076479,2025-02-03 14:08:38.076480
Nextclade-212257,,,,,88341,21L (Omicron),BA.2,,,,,,,4,3,good,,,nextclade 2.5.0,Consensus-644753,1,2025-02-03 14:08:38.077013,2025-02-03 14:08:38.077014
Nextclade-435809,,,,,89175,20I (Alpha; V1),B.1.1.7,,,,,,,2,15,good,,,nextclade 2.6.0,Consensus-109413,1,2025-02-03 14:08:38.077538,2025-02-03 14:08:38.077539
Nextclade-790249,,,,,89493,,,,,,,,,1,29,good,,,nextclade 2.6.0,Consensus-056068,1,2025-02-03 14:08:38.078073,2025-02-03 14:08:38.078074
Nextclade-423887,,,,,89051,,,,,,,,,0,0,good,,,nextclade 2.4.0,Consensus-453488,1,2025-02-03 14:08:38.078613,2025-02-03 14:08:38.078615
Nextclade-283337,,,,,88892,21J (Delta),AY.43.6,,,,,,,0,15,good,,,nextclade 2.6.0,Consensus-919606,1,2025-02-03 14:08:38.079144,2025-02-03 14:08:38.079146
Nextclade-361448,,,,,88568,20I (Alpha; V1),B.1.1.7,,,,,,,0,23,good,,,nextclade 2.5.0,Consensus-867193,1,2025-02-03 14:08:38.079667,2025-02-03 14:08:38.079668
Nextclade-935948,,,,,89620,20I (Alpha; V1),B.1.1.7,,,,,,,0,1952,bad,,,nextclade 2.6.0,Consensus-757742,1,2025-02-03 14:08:38.080189,2025-02-03 14:08:38.080190
Nextclade-809637,,,,,89592,21J (Delta),AY.126,,,,,,,0,23,good,,,nextclade 2.6.0,Consensus-315757,1,2025-02-03 14:08:38.080719,2025-02-03 14:08:38.080720
Nextclade-864739,,,,,88055,21L (Omicron),BA.2,,,,,,,0,9,good,,,nextclade 2.5.0,Consensus-934553,1,2025-02-03 14:08:38.081258,2025-02-03 14:08:38.081259
Nextclade-598751,,,,,89046,20E (EU1),B.1.177.86,,,,,,,2,18,good,,,nextclade 2.6.0,Consensus-188607,1,2025-02-03 14:08:38.081792,2025-02-03 14:08:38.081794
Nextclade-691330,,,,,88654,21J (Delta),AY.126,,,,,,,1,6,good,,,nextclade 2.6.0,Consensus-229853,1,2025-02-03 14:08:38.082323,2025-02-03 14:08:38.082324
Nextclade-959821,,,,,89322,20A,B.1.221,,,,,,,3,13,good,,,nextclade 2.5.0,Consensus-981153,1,2025-02-03 14:08:38.082855,2025-02-03 14:08:38.082856
Nextclade-336989,,,,,88381,21L (Omicron),BA.2,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-497072,1,2025-02-03 14:08:38.083380,2025-02-03 14:08:38.083381
Nextclade-597847,,,,,88251,,,,,,,,,2,21,good,,,nextclade 2.5.0,Consensus-679804,1,2025-02-03 14:08:38.083917,2025-02-03 14:08:38.083919
Nextclade-121725,,,,,88965,21L (Omicron),BA.2.9,,,,,,,0,5,good,,,nextclade 2.6.0,Consensus-407649,1,2025-02-03 14:08:38.084439,2025-02-03 14:08:38.084440
Nextclade-937213,,,,,88241,21L (Omicron),BA.2,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-266895,1,2025-02-03 14:08:38.084962,2025-02-03 14:08:38.084963
Nextclade-133549,,,,,88106,20I (Alpha; V1),B.1.1.7,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-673763,1,2025-02-03 14:08:38.085501,2025-02-03 14:08:38.085502
Nextclade-269761,,,,,87907,,,,,,,,,0,81,mediocre,,,nextclade 2.5.0,Consensus-572549,1,2025-02-03 14:08:38.086051,2025-02-03 14:08:38.086053
Nextclade-239606,,,,,87830,20E (EU1),B.1.177.12,,,,,,,1,63,mediocre,,,nextclade 2.5.0,Consensus-724492,1,2025-02-03 14:08:38.086599,2025-02-03 14:08:38.086601
Nextclade-317645,,,,,88805,21K (Omicron),BA.1,,,,,,,1,10,good,,,nextclade 2.4.0,Consensus-646668,1,2025-02-03 14:08:38.087239,2025-02-03 14:08:38.087241
Nextclade-447062,,,,,88357,21L (Omicron),BA.2,,,,,,,0,56,mediocre,,,nextclade 2.6.0,Consensus-507431,1,2025-02-03 14:08:38.087813,2025-02-03 14:08:38.087815
Nextclade-701310,,,,,87962,21J (Delta),AY.98.1,,,,,,,0,1,good,,,nextclade 2.6.0,Consensus-216909,1,2025-02-03 14:08:38.088359,2025-02-03 14:08:38.088360
Nextclade-967728,,,,,88497,21J (Delta),AY.122,,,,,,,0,18,good,,,nextclade 2.4.0,Consensus-495073,1,2025-02-03 14:08:38.088905,2025-02-03 14:08:38.088906
Nextclade-360345,,,,,88135,20I (Alpha; V1),B.1.1.7,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-532224,1,2025-02-03 14:08:38.089458,2025-02-03 14:08:38.089459
Nextclade-629954,,,,,88663,21L (Omicron),BA.2.9,,,,,,,2,18,good,,,nextclade 2.5.0,Consensus-674085,1,2025-02-03 14:08:38.090000,2025-02-03 14:08:38.090001
Nextclade-983974,,,,,88527,20I (Alpha; V1),B.1.1.7,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-163529,1,2025-02-03 14:08:38.090528,2025-02-03 14:08:38.090529
Nextclade-944998,,,,,87907,21J (Delta),AY.7.2,,,,,,,0,23,good,,,nextclade 2.6.0,Consensus-334814,1,2025-02-03 14:08:38.091055,2025-02-03 14:08:38.091056
Nextclade-171945,,,,,87884,21L (Omicron),BA.2,,,,,,,0,61,mediocre,,,nextclade 2.4.0,Consensus-971446,1,2025-02-03 14:08:38.091575,2025-02-03 14:08:38.091577
Nextclade-179103,,,,,89676,21L (Omicron),BA.2,,,,,,,1,17,good,,,nextclade 2.6.0,Consensus-064085,1,2025-02-03 14:08:38.092096,2025-02-03 14:08:38.092097
Nextclade-510953,,,,,88346,21I (Delta),AY.9.2,,,,,,,0,1,good,,,nextclade 2.6.0,Consensus-007213,1,2025-02-03 14:08:38.092611,2025-02-03 14:08:38.092612
Nextclade-756507,,,,,88232,20E (EU1),B.1.177.12,,,,,,,1,52,mediocre,,,nextclade 2.4.0,Consensus-008368,1,2025-02-03 14:08:38.093130,2025-02-03 14:08:38.093131
Nextclade-093837,,,,,89374,21J (Delta),AY.98.1,,,,,,,0,1,good,,,nextclade 2.6.0,Consensus-875714,1,2025-02-03 14:08:38.093652,2025-02-03 14:08:38.093653
Nextclade-747515,,,,,89259,21I (Delta),AY.70,,,,,,,3,39,mediocre,,,nextclade 2.5.0,Consensus-582050,1,2025-02-03 14:08:38.094172,2025-02-03 14:08:38.094173
Nextclade-561041,,,,,89615,,,,,,,,,0,2,good,,,nextclade 2.4.0,Consensus-441522,1,2025-02-03 14:08:38.094705,2025-02-03 14:08:38.094706
Nextclade-618478,,,,,89463,21L (Omicron),BA.2.9,,,,,,,0,12,good,,,nextclade 2.4.0,Consensus-319793,1,2025-02-03 14:08:38.095228,2025-02-03 14:08:38.095229
Nextclade-891029,,,,,88581,20E (EU1),B.1.177.81,,,,,,,6,16798,bad,,,nextclade 2.4.0,Consensus-131331,1,2025-02-03 14:08:38.095743,2025-02-03 14:08:38.095744
Nextclade-052504,,,,,88019,21J (Delta),AY.43,,,,,,,0,28,good,,,nextclade 2.5.0,Consensus-670876,1,2025-02-03 14:08:38.096269,2025-02-03 14:08:38.096270
Nextclade-999033,,,,,88771,21L (Omicron),BA.2.9,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-935061,1,2025-02-03 14:08:38.096790,2025-02-03 14:08:38.096791
Nextclade-208862,,,,,89063,20E (EU1),B.1.177.60,,,,,,,0,67,mediocre,,,nextclade 2.6.0,Consensus-425673,1,2025-02-03 14:08:38.097315,2025-02-03 14:08:38.097316
Nextclade-356011,,,,,88876,21J (Delta),AY.4,,,,,,,0,12,good,,,nextclade 2.5.0,Consensus-635814,1,2025-02-03 14:08:38.097850,2025-02-03 14:08:38.097851
Nextclade-656683,,,,,88585,,,,,,,,,5,7,good,,,nextclade 2.5.0,Consensus-351624,1,2025-02-03 14:08:38.098391,2025-02-03 14:08:38.098393
Nextclade-816110,,,,,89531,20B,B.1.1.298,,,,,,,1,28,good,,,nextclade 2.6.0,Consensus-069776,1,2025-02-03 14:08:38.098919,2025-02-03 14:08:38.098920
Nextclade-101515,,,,,88445,21J (Delta),AY.122,,,,,,,0,71,mediocre,,,nextclade 2.5.0,Consensus-765458,1,2025-02-03 14:08:38.099435,2025-02-03 14:08:38.099436
Nextclade-853262,,,,,89371,21K (Omicron),BA.1,,,,,,,0,75,mediocre,,,nextclade 2.6.0,Consensus-746038,1,2025-02-03 14:08:38.099947,2025-02-03 14:08:38.099948
Nextclade-188332,,,,,89338,21J (Delta),AY.43,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-865864,1,2025-02-03 14:08:38.100463,2025-02-03 14:08:38.100465
Nextclade-033930,,,,,88664,21J (Delta),B.1.617.2,,,,,,,4,1,good,,,nextclade 2.4.0,Consensus-246092,1,2025-02-03 14:08:38.100980,2025-02-03 14:08:38.100981
Nextclade-672206,,,,,87987,20I (Alpha; V1),B.1.1.7,,,,,,,2,27,good,,,nextclade 2.5.0,Consensus-019152,1,2025-02-03 14:08:38.101495,2025-02-03 14:08:38.101496
Nextclade-188686,,,,,88709,21J (Delta),AY.46.6,,,,,,,2,4,good,,,nextclade 2.6.0,Consensus-885883,1,2025-02-03 14:08:38.102016,2025-02-03 14:08:38.102017
Nextclade-033420,,,,,89188,21J (Delta),AY.4,,,,,,,1,6,good,,,nextclade 2.6.0,Consensus-635738,1,2025-02-03 14:08:38.102542,2025-02-03 14:08:38.102544
Nextclade-377199,,,,,88432,,,,,,,,,1,6,good,,,nextclade 2.4.0,Consensus-287863,1,2025-02-03 14:08:38.103081,2025-02-03 14:08:38.103083
Nextclade-245486,,,,,88799,20E (EU1),B.1.177.12,,,,,,,1,27,good,,,nextclade 2.5.0,Consensus-438743,1,2025-02-03 14:08:38.103671,2025-02-03 14:08:38.103672
Nextclade-680652,,,,,89399,,,,,,,,,0,13,good,,,nextclade 2.5.0,Consensus-306231,1,2025-02-03 14:08:38.104222,2025-02-03 14:08:38.104224
Nextclade-102410,,,,,89255,20A,B.1.221,,,,,,,2,27,good,,,nextclade 2.6.0,Consensus-619735,1,2025-02-03 14:08:38.104758,2025-02-03 14:08:38.104759
Nextclade-350761,,,,,88152,20I (Alpha; V1),B.1.1.7,,,,,,,0,12847,bad,,,nextclade 2.4.0,Consensus-774126,1,2025-02-03 14:08:38.105279,2025-02-03 14:08:38.105280
Nextclade-722000,,,,,88102,20I (Alpha; V1),B.1.1.7,,,,,,,0,15,good,,,nextclade 2.5.0,Consensus-963121,1,2025-02-03 14:08:38.105813,2025-02-03 14:08:38.105814
Nextclade-317132,,,,,88166,20I (Alpha; V1),B.1.1.7,,,,,,,1,99,mediocre,,,nextclade 2.4.0,Consensus-079553,1,2025-02-03 14:08:38.106350,2025-02-03 14:08:38.106351
Nextclade-981210,,,,,88139,,,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-682023,1,2025-02-03 14:08:38.106877,2025-02-03 14:08:38.106878
Nextclade-364825,,,,,89135,20I (Alpha; V1),B.1.1.7,,,,,,,2,6,good,,,nextclade 2.4.0,Consensus-873743,1,2025-02-03 14:08:38.107391,2025-02-03 14:08:38.107392
Nextclade-020136,,,,,88272,20E (EU1),B.1.177.21,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-727735,1,2025-02-03 14:08:38.107905,2025-02-03 14:08:38.107906
Nextclade-749927,,,,,88208,21K (Omicron),BA.1.1,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-772986,1,2025-02-03 14:08:38.108418,2025-02-03 14:08:38.108419
Nextclade-614080,,,,,88937,21L (Omicron),BA.2.9,,,,,,,1,5,good,,,nextclade 2.6.0,Consensus-677179,1,2025-02-03 14:08:38.108933,2025-02-03 14:08:38.108934
Nextclade-145797,,,,,88377,,,,,,,,,2,9,good,,,nextclade 2.4.0,Consensus-713005,1,2025-02-03 14:08:38.109460,2025-02-03 14:08:38.109462
Nextclade-811678,,,,,89045,20E (EU1),B.1.177.12,,,,,,,0,8086,bad,,,nextclade 2.5.0,Consensus-677778,1,2025-02-03 14:08:38.109978,2025-02-03 14:08:38.109979
Nextclade-103381,,,,,87983,21L (Omicron),BA.2.9,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-866481,1,2025-02-03 14:08:38.110495,2025-02-03 14:08:38.110497
Nextclade-544602,,,,,88599,20I (Alpha; V1),B.1.1.7,,,,,,,0,11,good,,,nextclade 2.6.0,Consensus-071931,1,2025-02-03 14:08:38.111006,2025-02-03 14:08:38.111008
Nextclade-894394,,,,,88910,21J (Delta),AY.111,,,,,,,1,17,good,,,nextclade 2.4.0,Consensus-566907,1,2025-02-03 14:08:38.111516,2025-02-03 14:08:38.111517
Nextclade-646964,,,,,89178,21K (Omicron),BA.1.1,,,,,,,1,23,good,,,nextclade 2.6.0,Consensus-928424,1,2025-02-03 14:08:38.112057,2025-02-03 14:08:38.112059
Nextclade-999143,,,,,89474,,,,,,,,,0,18,good,,,nextclade 2.5.0,Consensus-840808,1,2025-02-03 14:08:38.112587,2025-02-03 14:08:38.112588
Nextclade-590528,,,,,89464,21L (Omicron),BA.2.9,,,,,,,0,7,good,,,nextclade 2.4.0,Consensus-448055,1,2025-02-03 14:08:38.113099,2025-02-03 14:08:38.113100
Nextclade-005034,,,,,89314,21J (Delta),B.1.617.2,,,,,,,0,6,good,,,nextclade 2.6.0,Consensus-705399,1,2025-02-03 14:08:38.113628,2025-02-03 14:08:38.113629
Nextclade-617191,,,,,89576,20I (Alpha; V1),B.1.1.7,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-445301,1,2025-02-03 14:08:38.114145,2025-02-03 14:08:38.114146
Nextclade-782745,,,,,89062,21J (Delta),AY.43,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-383697,1,2025-02-03 14:08:38.114670,2025-02-03 14:08:38.114672
Nextclade-065752,,,,,88253,20A,B.1.160,,,,,,,0,3,good,,,nextclade 2.4.0,Consensus-054610,1,2025-02-03 14:08:38.115184,2025-02-03 14:08:38.115185
Nextclade-571831,,,,,88753,,,,,,,,,0,28,good,,,nextclade 2.5.0,Consensus-040313,1,2025-02-03 14:08:38.115708,2025-02-03 14:08:38.115709
Nextclade-039628,,,,,88664,21K (Omicron),BA.1.1.1,,,,,,,0,88,mediocre,,,nextclade 2.6.0,Consensus-142517,1,2025-02-03 14:08:38.116220,2025-02-03 14:08:38.116221
Nextclade-478236,,,,,87988,21K (Omicron),BA.1.1,,,,,,,0,18,good,,,nextclade 2.4.0,Consensus-170068,1,2025-02-03 14:08:38.116744,2025-02-03 14:08:38.116745
Nextclade-896815,,,,,89091,21L (Omicron),BA.2,,,,,,,0,0,good,,,nextclade 2.6.0,Consensus-135431,1,2025-02-03 14:08:38.117311,2025-02-03 14:08:38.117313
Nextclade-948126,,,,,89547,21J (Delta),AY.124,,,,,,,0,19,good,,,nextclade 2.6.0,Consensus-616141,1,2025-02-03 14:08:38.117839,2025-02-03 14:08:38.117840
Nextclade-530538,,,,,88638,20A,B.1.160,,,,,,,1,9,good,,,nextclade 2.4.0,Consensus-650133,1,2025-02-03 14:08:38.118385,2025-02-03 14:08:38.118386
Nextclade-855604,,,,,89527,20I (Alpha; V1),B.1.1.7,,,,,,,2,20,good,,,nextclade 2.6.0,Consensus-535608,1,2025-02-03 14:08:38.118922,2025-02-03 14:08:38.118924
Nextclade-579573,,,,,89697,21J (Delta),AY.122,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-228564,1,2025-02-03 14:08:38.119465,2025-02-03 14:08:38.119466
Nextclade-520397,,,,,89126,21L (Omicron),BA.2.9,,,,,,,0,24,good,,,nextclade 2.5.0,Consensus-258940,1,2025-02-03 14:08:38.120010,2025-02-03 14:08:38.120011
Nextclade-135249,,,,,88756,20I (Alpha; V1),B.1.1.7,,,,,,,0,5,good,,,nextclade 2.6.0,Consensus-731662,1,2025-02-03 14:08:38.120549,2025-02-03 14:08:38.120551
Nextclade-446349,,,,,88112,21I (Delta),AY.9.2,,,,,,,0,7,good,,,nextclade 2.5.0,Consensus-098614,1,2025-02-03 14:08:38.121156,2025-02-03 14:08:38.121158
Nextclade-399790,,,,,88682,21J (Delta),B.1.617.2,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-140769,1,2025-02-03 14:08:38.121750,2025-02-03 14:08:38.121751
Nextclade-020246,,,,,87841,21J (Delta),AY.4,,,,,,,2,2,good,,,nextclade 2.4.0,Consensus-790206,1,2025-02-03 14:08:38.122311,2025-02-03 14:08:38.122313
Nextclade-657994,,,,,89090,,,,,,,,,2,13,good,,,nextclade 2.6.0,Consensus-118215,1,2025-02-03 14:08:38.122856,2025-02-03 14:08:38.122857
Nextclade-942536,,,,,88072,21L (Omicron),BA.2,,,,,,,0,9,good,,,nextclade 2.5.0,Consensus-438777,1,2025-02-03 14:08:38.123391,2025-02-03 14:08:38.123392
Nextclade-551908,,,,,88388,21J (Delta),AY.122,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-829407,1,2025-02-03 14:08:38.123910,2025-02-03 14:08:38.123911
Nextclade-394425,,,,,88951,21L (Omicron),BA.2.14,,,,,,,0,88,mediocre,,,nextclade 2.5.0,Consensus-502169,1,2025-02-03 14:08:38.124434,2025-02-03 14:08:38.124435
Nextclade-440629,,,,,88957,21L (Omicron),BA.2.9,,,,,,,1,36,mediocre,,,nextclade 2.6.0,Consensus-050539,1,2025-02-03 14:08:38.124947,2025-02-03 14:08:38.124948
Nextclade-936266,,,,,88733,21J (Delta),AY.122.6,,,,,,,1,12,good,,,nextclade 2.6.0,Consensus-177516,1,2025-02-03 14:08:38.125469,2025-02-03 14:08:38.125471
Nextclade-066275,,,,,87997,,,,,,,,,2,9,good,,,nextclade 2.5.0,Consensus-750015,1,2025-02-03 14:08:38.125991,2025-02-03 14:08:38.125992
Nextclade-389240,,,,,88357,21J (Delta),AY.125,,,,,,,0,12,good,,,nextclade 2.6.0,Consensus-581553,1,2025-02-03 14:08:38.126517,2025-02-03 14:08:38.126518
Nextclade-818846,,,,,88433,21L (Omicron),BA.2,,,,,,,0,59,mediocre,,,nextclade 2.4.0,Consensus-829464,1,2025-02-03 14:08:38.127053,2025-02-03 14:08:38.127054
Nextclade-775771,,,,,89670,21J (Delta),AY.43.6,,,,,,,0,22,good,,,nextclade 2.6.0,Consensus-721432,1,2025-02-03 14:08:38.127574,2025-02-03 14:08:38.127575
Nextclade-363006,,,,,88798,21J (Delta),AY.46,,,,,,,0,85,mediocre,,,nextclade 2.6.0,Consensus-141178,1,2025-02-03 14:08:38.128092,2025-02-03 14:08:38.128093
Nextclade-739158,,,,,88228,21J (Delta),AY.4.6,,,,,,,0,22,good,,,nextclade 2.6.0,Consensus-098079,1,2025-02-03 14:08:38.128611,2025-02-03 14:08:38.128612
Nextclade-209352,,,,,89350,21J (Delta),AY.43,,,,,,,0,5,good,,,nextclade 2.5.0,Consensus-777643,1,2025-02-03 14:08:38.129125,2025-02-03 14:08:38.129127
Nextclade-764989,,,,,89289,,,,,,,,,0,50,mediocre,,,nextclade 2.6.0,Consensus-739392,1,2025-02-03 14:08:38.129661,2025-02-03 14:08:38.129662
Nextclade-914489,,,,,89250,21J (Delta),AY.43,,,,,,,3,16,good,,,nextclade 2.6.0,Consensus-441302,1,2025-02-03 14:08:38.130203,2025-02-03 14:08:38.130204
Nextclade-909203,,,,,88256,21K (Omicron),BA.1.17.2,,,,,,,1,12,good,,,nextclade 2.4.0,Consensus-987882,1,2025-02-03 14:08:38.130748,2025-02-03 14:08:38.130750
Nextclade-436748,,,,,88674,21J (Delta),AY.4.15,,,,,,,1,15,good,,,nextclade 2.5.0,Consensus-708076,1,2025-02-03 14:08:38.131265,2025-02-03 14:08:38.131266
Nextclade-623173,,,,,88754,,,,,,,,,0,17633,bad,,,nextclade 2.4.0,Consensus-413419,1,2025-02-03 14:08:38.131799,2025-02-03 14:08:38.131800
Nextclade-687805,,,,,89379,20A,B.1.160,,,,,,,1,49,mediocre,,,nextclade 2.5.0,Consensus-723112,1,2025-02-03 14:08:38.132315,2025-02-03 14:08:38.132316
Nextclade-482197,,,,,88102,21K (Omicron),BA.1.1,,,,,,,2,1,good,,,nextclade 2.6.0,Consensus-512890,1,2025-02-03 14:08:38.132833,2025-02-03 14:08:38.132834
Nextclade-006862,,,,,89471,21K (Omicron),BA.1,,,,,,,0,18,good,,,nextclade 2.5.0,Consensus-977371,1,2025-02-03 14:08:38.133359,2025-02-03 14:08:38.133360
Nextclade-012792,,,,,87881,,,,,,,,,3,9,good,,,nextclade 2.6.0,Consensus-982930,1,2025-02-03 14:08:38.133885,2025-02-03 14:08:38.133886
Nextclade-083213,,,,,87974,,,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-361307,1,2025-02-03 14:08:38.134410,2025-02-03 14:08:38.134411
Nextclade-291230,,,,,89155,,,,,,,,,0,79,mediocre,,,nextclade 2.5.0,Consensus-801199,1,2025-02-03 14:08:38.134937,2025-02-03 14:08:38.134939
Nextclade-292087,,,,,87942,21J (Delta),AY.4,,,,,,,0,14,good,,,nextclade 2.5.0,Consensus-377104,1,2025-02-03 14:08:38.135462,2025-02-03 14:08:38.135464
Nextclade-249399,,,,,89416,21L (Omicron),BA.2,,,,,,,0,19,good,,,nextclade 2.4.0,Consensus-406425,1,2025-02-03 14:08:38.135987,2025-02-03 14:08:38.135988
Nextclade-565066,,,,,89188,,,,,,,,,2,21,good,,,nextclade 2.6.0,Consensus-136936,1,2025-02-03 14:08:38.136535,2025-02-03 14:08:38.136536
Nextclade-706046,,,,,88386,21K (Omicron),BA.1.1,,,,,,,0,57,mediocre,,,nextclade 2.6.0,Consensus-428322,1,2025-02-03 14:08:38.137080,2025-02-03 14:08:38.137081
Nextclade-510817,,,,,88518,20I (Alpha; V1),B.1.1.7,,,,,,,0,8,good,,,nextclade 2.6.0,Consensus-711505,1,2025-02-03 14:08:38.137798,2025-02-03 14:08:38.137800
Nextclade-952484,,,,,87889,20B,B.1.1.70,,,,,,,3,25,good,,,nextclade 2.4.0,Consensus-214953,1,2025-02-03 14:08:38.138406,2025-02-03 14:08:38.138408
Nextclade-595169,,,,,89108,,,,,,,,,10,14,good,,,nextclade 2.5.0,Consensus-295998,1,2025-02-03 14:08:38.138972,2025-02-03 14:08:38.138974
Nextclade-072448,,,,,89258,21J (Delta),AY.4,,,,,,,1,43,mediocre,,,nextclade 2.5.0,Consensus-997466,1,2025-02-03 14:08:38.139513,2025-02-03 14:08:38.139514
Nextclade-541424,,,,,89512,,,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-684930,1,2025-02-03 14:08:38.140065,2025-02-03 14:08:38.140067
Nextclade-291158,,,,,89480,21K (Omicron),BA.1,,,,,,,0,12,good,,,nextclade 2.6.0,Consensus-821373,1,2025-02-03 14:08:38.140601,2025-02-03 14:08:38.140602
Nextclade-840676,,,,,88662,20B,B.1.1.302,,,,,,,1,28,good,,,nextclade 2.5.0,Consensus-089462,1,2025-02-03 14:08:38.141136,2025-02-03 14:08:38.141137
Nextclade-947939,,,,,87872,21J (Delta),AY.122,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-046572,1,2025-02-03 14:08:38.141676,2025-02-03 14:08:38.141677
Nextclade-554626,,,,,88207,21J (Delta),B.1.617.2,,,,,,,0,4,good,,,nextclade 2.6.0,Consensus-567574,1,2025-02-03 14:08:38.142214,2025-02-03 14:08:38.142215
Nextclade-871337,,,,,89376,,,,,,,,,0,2,good,,,nextclade 2.4.0,Consensus-577428,1,2025-02-03 14:08:38.142757,2025-02-03 14:08:38.142758
Nextclade-232710,,,,,88240,,,,,,,,,1,10,good,,,nextclade 2.4.0,Consensus-848645,1,2025-02-03 14:08:38.143300,2025-02-03 14:08:38.143301
Nextclade-970448,,,,,87986,21J (Delta),AY.4.6,,,,,,,0,30,mediocre,,,nextclade 2.5.0,Consensus-109398,1,2025-02-03 14:08:38.143836,2025-02-03 14:08:38.143837
Nextclade-542096,,,,,88363,21J (Delta),AY.4,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-053905,1,2025-02-03 14:08:38.144364,2025-02-03 14:08:38.144366
Nextclade-246027,,,,,88908,20E (EU1),B.1.177.21,,,,,,,0,29,good,,,nextclade 2.5.0,Consensus-136745,1,2025-02-03 14:08:38.144894,2025-02-03 14:08:38.144895
Nextclade-360264,,,,,89115,21J (Delta),AY.43,,,,,,,0,50,mediocre,,,nextclade 2.5.0,Consensus-124457,1,2025-02-03 14:08:38.145424,2025-02-03 14:08:38.145426
Nextclade-750165,,,,,89217,21L (Omicron),BA.2,,,,,,,0,25,good,,,nextclade 2.6.0,Consensus-159917,1,2025-02-03 14:08:38.145969,2025-02-03 14:08:38.145970
Nextclade-521008,,,,,87903,20I (Alpha; V1),B.1.1.7,,,,,,,0,0,good,,,nextclade 2.5.0,Consensus-688902,1,2025-02-03 14:08:38.146518,2025-02-03 14:08:38.146519
